COGS,COGS Local,Item Name,Bundle,Category,Sub-category,Contribution,Contribution %,Brand,Region,Reporting Week,Amazon store,Start date,End date,Parent ASIN,ASIN,FNSKU,MSKU,Currency code,Average sales price,Units sold,Units returned,Net units sold,Sales,Net sales,AWD Transportation Fee per unit,AWD Transportation Fee quantity,AWD Transportation Fee total,AWD outbound processing fee per unit,AWD outbound processing fee quantity,AWD outbound processing fee total,Base fulfillment fee per unit,Base fulfillment fee quantity,Base fulfillment fee total,Base monthly storage fee per unit,Base monthly storage fee quantity,Base monthly storage fee total,FBA Inventory Reimbursement per unit,FBA Inventory Reimbursement quantity,FBA Inventory Reimbursement total,FBA fulfillment fees per unit,FBA fulfillment fees quantity,FBA fulfillment fees total,Low-inventory-level fee per unit,Low-inventory-level fee quantity,Low-inventory-level fee total,Monthly inventory storage fee per unit,Monthly inventory storage fee quantity,Monthly inventory storage fee total,Referral Fee Refunds per unit,Referral Fee Refunds quantity,Referral Fee Refunds total,Referral fee per unit,Referral fee quantity,Referral fee total,Refund administration fee per unit,Refund administration fee quantity,Refund administration fee total,Storage utilization surcharge per unit,Storage utilization surcharge quantity,Storage utilization surcharge total,Sponsored Products charge per unit,Sponsored Products charge quantity,Sponsored Products charge total,Net proceeds total,Net proceeds per net unit sold,AWD Storage Fee per unit,AWD Storage Fee quantity,AWD Storage Fee total,FBA removal order fee per unit,FBA removal order fee quantity,FBA removal order fee total,Inbound Transportation Fee per unit,Inbound Transportation Fee quantity,Inbound Transportation Fee total,FBA inbound placement service fee per unit,FBA inbound placement service fee quantity,FBA inbound placement service fee total,Aged inventory surcharge per unit,Aged inventory surcharge quantity,Aged inventory surcharge total
2.42,2.42,Meowijuana Meowi-Waui Bundle | King Size Catnip Rollies and Meowi-Waui | Hand Harvested and Rolled Dried High Potency Catnip | Grown in North America,1,Clamshells,Rollies,92.8527,0.6806748932,SmarterPaw LLC dba Meowijuana,US,2026-W08,US,2/22/2026,2/28/2026,B0DJRY33CT,B08ZGL2CNL,,,USD,19.877778,18,0,18,357.8,357.8,,,,,,,5.04,18,90.72,0.065368,231.11,15.1073,,,,5.04,18,90.72,,,,0.065368,231.11,15.1073,,,,3,17,51,,,,0,19.56,0,0.614857,105,64.56,136.4127,7.578483,,,,,,,,,,,,,,,
,0,,,,,0,,SmarterPaw LLC dba Meowijuana,US,2026-W08,US,2/22/2026,2/28/2026,B08ZGRW84Y,B08ZGRW84Y,,,USD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
3.23,3.23,"Meowijuana Get Baked Bundle | Get Baked Cookie Refillable Toy, King Size Catnip Joints, and Kalico | Hand Harvested and Rolled Dried High Potency Catnip | Grown in North America",1,Cat Toys,Plushes,12.434,0.6580925161,SmarterPaw LLC dba Meowijuana,US,2026-W08,US,2/22/2026,2/28/2026,B0DJRY33CT,B08ZGZDYFG,,,USD,26.99,2,0,2,53.98,53.98,,,,,,,5.04,2,10.08,0.074849,134.35,10.056,,,,5.04,2,10.08,,,,0.074849,134.35,10.056,,,,4.05,2,8.1,,,,0,59.13,0,0.685,10,6.85,18.894,9.447,,,,,,,,,,,,,,,
,0,,,,,0,,SmarterPaw LLC dba Meowijuana,US,2026-W08,US,2/22/2026,2/28/2026,B08ZH4QY67,B08ZH4QY67,,,USD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
,0,Meowijuana | Crunchie Munchie Treat Bundles | Organic Catnip Center | Grown in The USA | Promotes Cat Health | High Potency Cat Treats (Get Smoked Bundle),1,Cat Treats,Crunchie Munchies,0,,SmarterPaw LLC dba Meowijuana,US,2026-W08,US,2/22/2026,2/28/2026,B08ZH6HG89,B08ZH6HG89,,,USD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
3.37,3.37,"Meowijuana Get Higher Bundle | Get Higher Kite Refillable Toy, King Size Catnip Joints, and Whisker Tickle | Hand Harvested and Rolled Dried High Potency Catnip | Grown in North America",1,Cat Toys,Plushes,52.6929,0.7577035183,SmarterPaw LLC dba Meowijuana,US,2026-W08,US,2/22/2026,2/28/2026,B0DJRY33CT,B08ZHDPPNH,,,USD,25.99,5,0,5,129.95,129.95,,,,,,,5.04,5,25.2,0.064889,191.82,12.4471,,,,5.04,5,25.2,,,,0.064889,191.82,12.4471,,,,3.9,5,19.5,,,,0,60.44,0,0.815,4,3.26,69.5429,13.90858,,,,,,,,,,,,,,,
2.26,2.26,Meowijuana Sleepy Time Bundle | Get Hung Refillable Moon and Stars Toy and Mice Dreams Catnip Blend | Promotes Play and Cat Health | Includes North American Organic Catnip,1,Cat Toys,Plushes,0,,SmarterPaw LLC dba Meowijuana,US,2026-W08,US,2/22/2026,2/28/2026,B0BSNX6VSP,B08ZHSFPT4,,,USD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
,0,,,,,0,,SmarterPaw LLC dba Meowijuana,US,2026-W08,US,2/22/2026,2/28/2026,B0BBNBR49B,B0BBNBR49B,,,USD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
3.51,3.51,"Meowijuana | Catnip Bundles | All Natural | High Potency | Cat Dental Health | Organic Catnip | Feline and Cat Lover Approved (HH, SS, RMM)",1,Blends,PIll Bottles,0,,SmarterPaw LLC dba Meowijuana,US,2026-W08,US,2/22/2026,2/28/2026,B0BBND4WFP,B0BBND4WFP,,,USD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
,0,,,,,0,,SmarterPaw LLC dba Meowijuana,US,2026-W08,US,2/22/2026,2/28/2026,B0BBNGJZYJ,B0BBNGJZYJ,,,USD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
3.51,3.51,"Meowijuana | Catnip Bundles | All Natural | High Potency | Cat Dental Health | Organic Catnip | Feline and Cat Lover Approved (to, GP, RMM)",1,Blends,PIll Bottles,0,,SmarterPaw LLC dba Meowijuana,US,2026-W08,US,2/22/2026,2/28/2026,B0BBNKH9V7,B0BBNKH9V7,,,USD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
2.1,2.1,Meowijuana | Furry and Bright Bundle | Get Blitzed Reindeer and Winter Lift | Promotes Play and Cat Health | Includes Organic Catnip | Feline and Cat Lover Approved,1,Cat Toys,2fer,0,,SmarterPaw LLC dba Meowijuana,US,2026-W08,US,2/22/2026,2/28/2026,B0DJHG2L46,B0BL5KYLQR,,,USD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
2.11,2.11,Meowijuana | Get Stuffed Bundle | Get Stuffed Stocking and Winter Lift | Promotes Play and Cat Health | Includes Organic Catnip | Feline and Cat Lover Approved,1,Cat Toys,Plushes,-1.8398,-1,SmarterPaw LLC dba Meowijuana,US,2026-W08,US,2/22/2026,2/28/2026,B0DJHG2L46,B0BL5MM9V5,,,USD,0,0,0,0,0,0,,,,,,,,,,0.045707,28,1.2798,,,,,,,,,,0.045707,28,1.2798,,,,,,,,,,,0,0,0.56,1,0.56,-1.8398,,,,,,,,,,,,,,,,
2.05,2.05,Meowijuana | Get Twisted Bundle | Get Twisted Candy Cane and Winter Lift | Promotes Play and Cat Health | Includes Organic Catnip | Feline and Cat Lover Approved,1,Cat Toys,Plushes,-0.6546,-1,SmarterPaw LLC dba Meowijuana,US,2026-W08,US,2/22/2026,2/28/2026,B0DJHG2L46,B0BL5P83QD,,,USD,0,0,0,0,0,0,,,,,,,,,,0.030292,21.61,0.6546,,,,,,,,,,0.030292,21.61,0.6546,,,,,,,,,,,0,0,,,,-0.6546,,,,,,,,,,,,,,,,
,0,,,,,0,,SmarterPaw LLC dba Meowijuana,US,2026-W08,US,2/22/2026,2/28/2026,B0BQNFC3Y5,B0BQNFC3Y5,,,USD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
1.4,1.4,Meowijuana Jump 'n' Jamb Door Hanging Cat Toy Bundle | Funky Monkey + Happy Grass Blend | Refillable Interactive Catnip Toy | Promotes Play and Cat Health | Potent Catnip Grown in North America,1,Cat Toys,JnJ,-7.9902,-1,SmarterPaw LLC dba Meowijuana,US,2026-W08,US,2/22/2026,2/28/2026,B0DNKSB3J9,B0BSM9K4CH,,,USD,0,0,0,0,0,0,,,,,,,,,,0.1082,67.1,7.2602,,,,,,,,,,0.1082,67.1,7.2602,,,,,,,,,,0,22.41,0,0.365,2,0.73,-7.9902,,,,,,,,,,,,,,,,
2.24,2.24,Meowijuana | Get Toasted Bundle | Get Toasted Refillable Champagne Toy and Purrple Passion Catnip Blend | Promotes Play and Cat Health | Includes North American Organic Catnip,1,Cat Toys,Plushes,0,,SmarterPaw LLC dba Meowijuana,US,2026-W08,US,2/22/2026,2/28/2026,B0BSM9T5TX,B0BSM9T5TX,,,USD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
2.56,2.56,Meowijuana Jump 'n' Jamb Door Hanging Cat Toy Bundle | Deep Sea Squid + Sierra Sunshine Blend | Refillable Interactive Catnip Toy | Promotes Play and Cat Health | Potent Catnip Grown in North America,0,Cat Toys,JnJ,6.515,0.7179063361,SmarterPaw LLC dba Meowijuana,US,2026-W08,US,2/22/2026,2/28/2026,B0DNKSB3J9,B0BSMBZN6Y,,,USD,18.57,1,0,1,18.57,18.57,,,,,,,5.42,1,5.42,0.089481,13.69,1.225,,,,5.42,1,5.42,,,,0.089481,13.69,1.225,,,,2.85,1,2.85,,,,0,13.69,0,,,,9.075,9.075,,,,,,,,,,,,,,,
2.09,2.09,Meowijuana Get a Rise Bundle | Get a Rise Refillable Balloon Toy and Cloud 9 Catnip Blend | Promotes Play and Cat Health | Includes North American Organic Catnip,1,Cat Toys,Plushes,-1.621,-1,SmarterPaw LLC dba Meowijuana,US,2026-W08,US,2/22/2026,2/28/2026,B0BSNX6VSP,B0BSMC7RWX,,,USD,0,0,0,0,0,0,,,,,,,,,,0.081172,19.97,1.621,,,,,,,,,,0.081172,19.97,1.621,,,,,,,,,,0,19.97,0,,,,-1.621,,,,,,,,,,,,,,,,
,0,,,,,0,,SmarterPaw LLC dba Meowijuana,US,2026-W08,US,2/22/2026,2/28/2026,B0BSMF48M6,B0BSMF48M6,,,USD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
,0,,,,,0,,SmarterPaw LLC dba Meowijuana,US,2026-W08,US,2/22/2026,2/28/2026,B0BSMM1TJW,B0BSMM1TJW,,,USD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
2.14,2.14,Meowijuana Clawsome Bundle | Get Smoked Refillable Trout Toy and Paw Natural OG Catnip Blend | Promotes Play and Cat Health | Includes North American Organic Catnip,1,Cat Toys,Plushes,-5.5771,-1.622617905,SmarterPaw LLC dba Meowijuana,US,2026-W08,US,2/22/2026,2/28/2026,B0BSNX6VSP,B0BSMP5RL3,,,USD,18.985,2,1,1,37.97,19.28,,,,,,,5.04,2,10.08,0.070838,88.33,6.2571,,,,5.04,2,10.08,,,,0.070838,88.33,6.2571,-2.85,1,-2.85,2.85,2,5.7,0.57,1,0.57,,0,0,0.986667,3,2.96,-3.4371,-3.4371,,,,,,,,,,,,,,,
,0,Meowijuana | Get Blasted Bundle | Get Blasted Refillable Rocket Wand Toy and Skullcap Catnip Blend | Promotes Play and Cat Health,1,Cat Toys,Wands,0,,SmarterPaw LLC dba Meowijuana,US,2026-W08,US,2/22/2026,2/28/2026,B0BSMPZNBD,B0BSMPZNBD,,,USD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
2.34,2.34,Meowijuana Honey Bee Bundle | Get Buzzed Honey Bee Wand Toy and Honeysuckle Haze Catnip Blend | Promotes Play and Cat Health | Includes North American Organic Catnip,1,Cat Toys,Wands,22.0667,0.75865258,SmarterPaw LLC dba Meowijuana,US,2026-W08,US,2/22/2026,2/28/2026,B0BSNX6VSP,B0BSMQF7C5,,,USD,18.99,3,0,3,56.97,56.97,,,,,,,5.33,2,10.66,0.080652,84.85,6.8433,,,,5.33,2,10.66,,,,0.080652,84.85,6.8433,,,,2.85,3,8.55,,,,,0,0,0.915,2,1.83,29.0867,9.695567,,,,,,,,,,,,,,,
2.27,2.27,Meowijuana | Pawty Animal Bundle | Get Smashed Refillable Llama Pinata Wand Toy and Garden Pawty Catnip Blend | Promotes Play and Cat Health | Includes Organic Catnip,1,Cat Toys,Wands,0,,SmarterPaw LLC dba Meowijuana,US,2026-W08,US,2/22/2026,2/28/2026,B0BSMRJ96B,B0BSMRJ96B,,,USD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
2.18,2.18,Meowijuana | Get Chilled Bundle | Get Chilled Refillable Snow Cone Toy and Feline Frost Catnip Blend | Promotes Play and Cat Health | Includes Organic Catnip,1,Cat Toys,Plushes,0,,SmarterPaw LLC dba Meowijuana,US,2026-W08,US,2/22/2026,2/28/2026,B0BSMT2QZL,B0BSMT2QZL,,,USD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
2.11,2.11,Meowijuana | Get Rocked Bundle | Get Rocked String of Stones Catnip Toy and Rocky Mountain Mellow Catnip Blend | Promotes Play and Cat Health,1,Cat Toys,Plushes,0,,SmarterPaw LLC dba Meowijuana,US,2026-W08,US,2/22/2026,2/28/2026,B0BSMWLK74,B0BSMWLK74,,,USD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
2.23,2.23,Meowijuana | Get Cheezy Bundle | Get Cheezy Refillable Cheese Toy and Whisker Tickler Catnip Blend | Promotes Play and Cat Health | Includes Organic Catnip,1,Cat Toys,Plushes,0,,SmarterPaw LLC dba Meowijuana,US,2026-W08,US,2/22/2026,2/28/2026,B0BSMY3P36,B0BSMY3P36,,,USD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
2.43,2.43,Meowijuana | Get a Ride Bundle | Get a Ride Refillable Magic Carpet Toy and Thyme Out Catnip Blend | Promotes Play and Cat Health | Includes North American Organic Catnip,1,Cat Toys,Plushes,0,,SmarterPaw LLC dba Meowijuana,US,2026-W08,US,2/22/2026,2/28/2026,B0BSMZC1ZY,B0BSMZC1ZY,,,USD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
2.29,2.29,Meowijuana Catnibas Catnip Pawty Mix with Lemongrass Jar | Value Bulk Jar | Premium High Potency Catnip | Premium Hand Harvested North American Catnip | 60g,0,Cat Jars,Mix,28.1028,0.75417843,SmarterPaw LLC dba Meowijuana,US,2026-W08,US,2/22/2026,2/28/2026,B0DJRY5QZR,B0BV3DYBR3,,,USD,16.9,4,0,4,67.6,67.6,,,,,,,4.2,1,4.2,0.032777,883.15,28.9472,-10.69,1,-10.69,4.2,1,4.2,,,,0.032777,883.15,28.9472,,,,2.626667,3,7.88,,,,0,252.48,0,,,,37.2628,9.3157,,,,,,,,,,,,,,,
,0,,,,,0,,SmarterPaw LLC dba Meowijuana,US,2026-W08,US,2/22/2026,2/28/2026,B0BVWS63MG,B0BVWS63MG,,,USD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
2.23,2.23,Meowijuana Strawberry Bundle | Get Sprung Refillable Strawberry Toy and Happy Grass Catnip Blend | Promotes Play and Cat Health | Includes North American Organic Catnip,1,Cat Toys,Plushes,-0.3087,-0.1606724614,SmarterPaw LLC dba Meowijuana,US,2026-W08,US,2/22/2026,2/28/2026,B0BSNX6VSP,B0C1QKDPRM,,,USD,18.99,1,0,1,18.99,18.99,,,,,,,5.42,1,5.42,0.087212,73.14,6.3787,,,,5.42,1,5.42,,,,0.087212,73.14,6.3787,,,,2.85,1,2.85,,,,,0,0,0.806667,3,2.42,1.9213,1.9213,,,,,,,,,,,,,,,
1.62,1.62,Meowijuana Jump 'n' Jamb Door Hanging Cat Toy | Sloth | Refillable Interactive Catnip Toy | Promotes Play and Cat Health | Includes Potent Catnip Grown in North America,0,Cat Toys,JnJ,-8.9145,-1,SmarterPaw LLC dba Meowijuana,US,2026-W08,US,2/22/2026,2/28/2026,B0DNKSB3J9,B0C1QV5B9P,,,USD,0,0,0,0,0,0,,,,,,,,,,0.099286,70.75,7.0245,,,,,,,,,,0.099286,70.75,7.0245,,,,,,,,,,0,9.31,0,0.945,2,1.89,-8.9145,,,,,,,,,,,,,,,,
2.18,2.18,Meowijuana Lady Bug Bundle | Get Sprung Refillable Lady Bug Toy and Garden Pawty Catnip Blend | Promotes Play and Cat Health | Includes North American Organic Catnip,1,Cat Toys,Plushes,-1.2367,-1.311035726,SmarterPaw LLC dba Meowijuana,US,2026-W08,US,2/22/2026,2/28/2026,B0BSNX6VSP,B0C1QWRDT8,,,USD,18.99,1,0,1,18.99,18.99,,,,,,,5.71,1,5.71,0.120597,72.86,8.7867,,,,5.71,1,5.71,,,,0.120597,72.86,8.7867,,,,2.85,1,2.85,,,,,0,0,0.7,1,0.7,0.9433,0.9433,,,,,,,,,,,,,,,
2.71,2.71,Meowijuana Pickle Bundle | Get Kickin' Refillable Spicy Pickle Toy and Meowi-Waui Catnip | Promotes Play and Cat Health | Includes North American Organic Catnip,0,Cat Toys,Kickers ,-7.6817,-1.545085182,SmarterPaw LLC dba Meowijuana,US,2026-W08,US,2/22/2026,2/28/2026,B0BSNX6VSP,B0C1QYBG5Y,,,USD,19.99,1,0,1,19.99,19.99,,,,,,,5.82,1,5.82,0.122306,85.21,10.4217,,,,5.82,1,5.82,,,,0.122306,85.21,10.4217,,,,3,1,3,,,,0,23.19,0,0.953333,6,5.72,-4.9717,-4.9717,,,,,,,,,,,,,,,
2.34,2.34,Meowijuana Blue Blob Bundle | Get Silly Refillable Blue Bob Toy and Whisker Tickler Catnip Blend | Promotes Play and Cat Health | Includes North American Organic Catnip,1,Cat Toys,Plushes,-17.4484,-1,SmarterPaw LLC dba Meowijuana,US,2026-W08,US,2/22/2026,2/28/2026,B0BSNX6VSP,B0C1T4VQWV,,,USD,0,0,0,0,0,0,,,,,,,,,,0.116876,145.44,16.9984,,,,,,,,,,0.116876,145.44,16.9984,,,,,,,,,,,0,0,0.45,1,0.45,-17.4484,,,,,,,,,,,,,,,,
2.3,2.3,Meowijuana Ruby Rascal Bundle | Get Silly Refillable Ruby Rascal Toy and Sierra Sunshine Catnip Blend | Promotes Play and Cat Health | Includes North American Organic Catnip,1,Cat Toys,Plushes,-0.7554,-1,SmarterPaw LLC dba Meowijuana,US,2026-W08,US,2/22/2026,2/28/2026,B0BSNX6VSP,B0C1T81NMW,,,USD,0,0,0,0,0,0,,,,,,,,,,0.082467,9.16,0.7554,,,,,,,,,,0.082467,9.16,0.7554,,,,,,,,,,0,9.16,0,,,,-0.7554,,,,,,,,,,,,,,,,
2.61,2.61,Meowijuana Pepper Bundle | Get Kickin' Refillable Chili Pepper Toy and Kalico Kush Catnip Blend | Promotes Play and Cat Health | Includes North American Organic Catnip,0,Cat Toys,Kickers ,-8.0402,-1,SmarterPaw LLC dba Meowijuana,US,2026-W08,US,2/22/2026,2/28/2026,B0BSNX6VSP,B0C1T82JL4,,,USD,0,0,0,0,0,0,,,,,,,,,,0.130748,56.14,7.3402,,,,,,,,,,0.130748,56.14,7.3402,,,,,,,,,,0,56.14,0,0.7,1,0.7,-8.0402,,,,,,,,,,,,,,,,
2.93,2.93,Meowijuana Rainbow Bundle | Get Kickin' Refillable Rainbow Toy and Cloud 9 Catnip Blend | Promotes Play and Cat Health | Includes North American Organic Catnip,1,Cat Toys,Kickers ,-0.9635,-1,SmarterPaw LLC dba Meowijuana,US,2026-W08,US,2/22/2026,2/28/2026,B0BSNX6VSP,B0C1T8JFHL,,,USD,0,0,0,0,0,0,,,,,,,,,,0.135513,7.11,0.9635,,,,,,,,,,0.135513,7.11,0.9635,,,,,,,,,,0,6.57,0,,,,-0.9635,,,,,,,,,,,,,,,,
,0,,,,,0,,SmarterPaw LLC dba Meowijuana,US,2026-W08,US,2/22/2026,2/28/2026,B0C9NFSL1B,B0C9NFSL1B,,,USD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
1.53,1.53,Meowijuana | Santa's Secret Stash | Holiday Catnip Filled Candy Cane | Winter Lift Catnip Blend | Cat Toys | Promotes Play and Cat Health | Organic Catnip,0,Other ,Candy Cane,0,,SmarterPaw LLC dba Meowijuana,US,2026-W08,US,2/22/2026,2/28/2026,B0DJHG2L46,B0CLPFTC7K,,,USD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
,0,,,,,0,,SmarterPaw LLC dba Meowijuana,US,2026-W08,US,2/22/2026,2/28/2026,B0CNF19TL6,B0CNF19TL6,,,USD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
2,2,Meowijuana Kicker Toy for Cats | Get Kickin' Gummy Worm | Refillable Kicker Catnip Toy | Promotes Play and Cat Health | Includes Potent Hand Harvested Catnip Grown in North America,0,Cat Toys,Kickers,-16.2398,-1.585948944,SmarterPaw LLC dba Meowijuana,US,2026-W08,US,2/22/2026,2/28/2026,B0DJRMZRV2,B0D9MYHP1P,,,USD,9.99,3,0,3,29.97,29.97,,,,,,,4.22,4,16.88,0.075037,115.14,8.6398,,,,4.22,4,16.88,,,,0.075037,115.14,8.6398,,,,1.5,3,4.5,,,,0,17.19,0,0.566111,18,10.19,-10.2398,-3.413267,,,,,,,,,,,,,,,
1.32,1.32,Meowijuana Knock N' Nibble Avocado & Chicken Treat Bundle | Crunchie Munchie Low Calorie Catnip Treats | Refillable Treat Dispensing Toy | Interactive Puzzle Toy for Felines,1,Cat Toys,KnK,-7.0946,-1,SmarterPaw LLC dba Meowijuana,US,2026-W08,US,2/22/2026,2/28/2026,B0DJHKNHJG,B0D9PMPR6J,,,USD,0,0,0,0,0,0,,,,,,,,,,0.109586,64.74,7.0946,,,,,,,,,,0.109586,64.74,7.0946,,,,,,,,,,0,64.74,0,,,,-7.0946,,,,,,,,,,,,,,,,
2.17,2.17,Meowijuana Knock N' Nibble Starfish & Seafood Treat Bundle | Crunchie Munchie Catnip Treats | Refillable Treat Dispensing Toy | Interactive Puzzle Toy for Felines,1,Cat Toys,KnK,-1.1308,-0.1497907063,SmarterPaw LLC dba Meowijuana,US,2026-W08,US,2/22/2026,2/28/2026,B0DJHKNHJG,B0D9PMWC7K,,,USD,14.2,4,0,4,56.8,56.8,,,,,,,5.47,4,21.88,0.108957,110.51,12.0408,,,,5.47,4,21.88,,,,0.108957,110.51,12.0408,,,,2.13,4,8.52,,,,0,54.27,0,0.681,10,6.81,7.5492,1.8873,,,,,,,,,,,,,,,
1.39,1.39,Meowijuana Refillable Cat Toys | Get Silly - Furry Friend Catnip Toys | Includes Potent Hand Harvested Catnip Grown in North America | Promotes Play and Cat Health,0,Cat Toys,Plushes,12.4154,0.4481220268,SmarterPaw LLC dba Meowijuana,US,2026-W08,US,2/22/2026,2/28/2026,B0DJRMZRV2,B0D9PMWQ44,,,USD,9.258182,11,0,11,101.84,101.84,,,,,,,3.78,11,41.58,0.054761,166.81,9.1346,,,,3.78,11,41.58,,,,0.054761,166.81,9.1346,,,,1.35,11,14.85,,,,0,64.72,0,0.571333,15,8.57,27.7054,2.518673,,,,,,,,,,,,,,,
1.91,1.91,Meowijuana Refillable Cat Toys | Get Bubbly - Tropical Fish Catnip Toys | Includes Potent Hand Harvested Catnip Grown in North America | Promotes Play and Cat Health,0,Cat Toys,2fer,8.4555,0.6888110464,SmarterPaw LLC dba Meowijuana,US,2026-W08,US,2/22/2026,2/28/2026,B0DJRMZRV2,B0D9PMWYGM,,,USD,10.99,2,0,2,21.98,21.98,,,,,,,3.95,1,3.95,0.026669,54.54,1.4545,,,,3.95,1,3.95,,,,0.026669,54.54,1.4545,,,,1.65,2,3.3,,,,0,38.97,0,0.5,2,1,12.2755,6.13775,,,,,,,,,,,,,,,
,0,,,,,0,,SmarterPaw LLC dba Meowijuana,US,2026-W08,US,2/22/2026,2/28/2026,B0D9PMZ76C,B0D9PMZ76C,,,USD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
1.89,1.89,Meowijuana Refillable Cat Toys | Get Spacey - Planet and Meteor Catnip Toys | Includes Potent Hand Harvested Catnip Grown in North America | Promotes Play and Cat Health,0,Cat Toys,2fer,5.2277,0.5803590262,SmarterPaw LLC dba Meowijuana,US,2026-W08,US,2/22/2026,2/28/2026,B0DJRMZRV2,B0D9PN38GG,,,USD,10.88,2,0,2,21.76,21.76,,,,,,,3.95,2,7.9,0.022828,68,1.5523,,,,3.95,2,7.9,,,,0.022828,68,1.5523,,,,1.65,2,3.3,,,,0,12.29,0,,,,9.0077,4.50385,,,,,,,,,,,,,,,
1.2,1.2,Meowijuana Refillable Cat Toys | Get Hungry - Burger and Fries Catnip Toys | Includes Potent Hand Harvested Catnip Grown in North America | Promotes Play and Cat Health,0,Cat Toys,2fer,8.6401,0.7058847558,SmarterPaw LLC dba Meowijuana,US,2026-W08,US,2/22/2026,2/28/2026,B0DJRMZRV2,B0D9PNDC1Q,,,USD,11.99,3,0,3,35.97,35.97,,,,,,,3.95,3,11.85,0.023809,144.9,3.4499,,,,3.95,3,11.85,,,,0.023809,144.9,3.4499,,,,1.8,3,5.4,,,,0,68.23,0,0.606,5,3.03,12.2401,4.080033,,,,,,,,,,,,,,,
1.15,1.15,Meowijuana Crunchie Munchie Catnip Treats | Seafood Medley | Made with Organic Catnip | Produced in The USA | Low Calorie Cat Snack,0,Cat Treats,Crunchie Munchies,-42.8857,-7.046962552,SmarterPaw LLC dba Meowijuana,US,2026-W08,US,2/22/2026,2/28/2026,B0DJRTF8RJ,B0D9ZHY9TF,,,USD,4.524062,32,0,32,144.77,144.77,,,,,,,2.806364,11,30.87,0.01168,166.58,1.9457,,,,3.353636,11,36.89,0.501667,12,6.02,0.01168,166.58,1.9457,,,,0.69,31,21.39,,,,0,19.68,0,1.352687,67,90.63,-6.0857,-0.190178,,,,,,,,,,,,,,,
